entity_id,entity_label,entity_class,synonym,plural,wikipedia_page,definition,definition_source,wikidata_page,last_checked
east,east,direction,,,https://en.wikipedia.org/wiki/East,East or Orient is one of the four cardinal directions or points of the compass. It is the opposite direction from west and is the direction from which the Sun rises on the Earth.,Wikipedia,Q684,20240418.0
east_component,east_component,operation,,,,,,,20240418.0
east_derivative,east_derivative,operation,,,,,,,20240418.0
east_down_component,east_down_component,operation,,,,,,,20240418.0
east_east_component,east_east_component,operation,,,,,,,20240418.0
east_north_component,east_north_component,operation,,,,,,,20240418.0
east_up_component,east_up_component,operation,,,,,,,20240418.0
eastward,eastward,direction,,,,,,,20240418.0
ebbing,ebbing,process,,,,,,,20240418.0
eccentricity,eccentricity,property,,,https://en.wikipedia.org/wiki/Eccentricity_(mathematics),"In mathematics, the eccentricity of a conic section is a non-negative real number that uniquely characterizes its shape.",Wikipedia,Q104486,20240418.0
ecclisocosmoecus,ecclisocosmoecus,attribute,,,,,,,20240418.0
ecclisomyia,ecclisomyia,attribute,,,,,,,20240418.0
echoing,echoing,process,,,https://en.wikipedia.org/wiki/Echo,"In audio signal processing and acoustics, an echo is a reflection of sound that arrives at the listener with a delay after the direct sound. The delay is directly proportional to the distance of the reflecting surface from the source and the listener. Typical examples are the echo produced by the bottom of a well, by a building, or by the walls of an enclosed room and an empty room.",Wikipedia,Q182767,20240418.0
eckert_number,eckert_number,property,,,https://en.wikipedia.org/wiki/Eckert_number,"The Eckert number (Ec) is a dimensionless number used in continuum mechanics. It expresses the relationship between a flow's kinetic energy and the boundary layer enthalpy difference, and is used to characterize heat transfer  dissipation. It is named after Ernst R. G. Eckert.",Wikipedia,Q905744,20240418.0
eclipsing,eclipsing,process,,,,,,,20240418.0
ecliptic,ecliptic,abstraction,,,https://en.wikipedia.org/wiki/Ecliptic,"The ecliptic or ecliptic plane is the orbital plane of Earth around the Sun. From the perspective of an observer on Earth, the Sun's movement around the celestial sphere over the course of a year traces out a path along the ecliptic against the background of stars. The ecliptic is an important reference plane and is the basis of the ecliptic coordinate system.",Wikipedia,Q79852,20240418.0
economic_elasticity,economic_elasticity,property,,,https://en.wikipedia.org/wiki/Elasticity_(economics),"In economics, elasticity measures the responsiveness of one economic variable to a change in another. If the price elasticity of the demand of something is -2, a 10% increase in price causes the quantity demanded to fall by 20%. Elasticity in economics provides an understanding of changes in the behavior of the buyers and sellers with price changes. There are two types of elasticity for demand and supply, one is inelastic demand and supply and other one is elastic demand and supply.",Wikipedia,Q223639,20240418.0
ecosystem,ecosystem,phenomenon,,,http://en.wikipedia.org/wiki/Ecosystem,"An ecosystem (or ecological system) consists of all the organisms and the  physical environment with which they interact.: 458  These biotic and abiotic components are linked together through nutrient cycles and energy flows. Energy enters the system through photosynthesis and is incorporated into plant tissue. By feeding on plants and on one another, animals play an important role in the movement of matter and energy through the system. They also influence the quantity of plant and microbial biomass present. By breaking down dead organic matter, decomposers release carbon back to the atmosphere and facilitate nutrient cycling by converting nutrients stored in dead biomass back to a form that can be readily used by plants and microbes.",Wikipedia,Q37813,20240418.0
eddy_viscosity,eddy_viscosity,property,,,https://en.wikipedia.org/wiki/Viscosity#Eddy_viscosity,"The viscosity of a fluid is a measure of its resistance to deformation at a given rate. For liquids, it corresponds to the informal concept of ""thickness"": for example, syrup has a higher viscosity than water.Viscosity quantifies the internal frictional force between adjacent layers of fluid that are in relative motion. For instance, when a viscous fluid is forced through a tube, it flows more quickly near the tube's axis than near its walls. Experiments show that some stress (such as a pressure difference between the two ends of the tube) is needed to sustain the flow. This is because a force is required to overcome the friction between the layers of the fluid which are in relative motion. For a tube with a constant rate of flow, the strength of the compensating force is proportional to the fluid's viscosity.",Wikipedia,Q128709,20240418.0
eddying,eddying,process,,,https://en.wikipedia.org/wiki/Eddy_(fluid_dynamics),"In fluid dynamics, an eddy  is the swirling of a fluid and the reverse current created when the fluid is in a turbulent flow regime. The moving fluid creates a space devoid of downstream-flowing fluid on the downstream side of the object. Fluid behind the obstacle flows into the void creating a swirl of fluid on each edge of the obstacle, followed by a short reverse flow of fluid behind the obstacle flowing upstream, toward the back of the obstacle. This phenomenon is naturally observed behind large emergent rocks in swift-flowing rivers.",Wikipedia,Q994122,20240418.0
edge,edge,part,,,https://en.wikipedia.org/wiki/Edge_(geometry),"In geometry, an edge is a particular type of line segment joining two vertices in a polygon, polyhedron, or higher-dimensional polytope. In a polygon, an edge is a line segment on the boundary, and is often called a polygon side. In a polyhedron or more generally a polytope, an edge is a line segment where two faces (or polyhedron sides) meet. A segment joining two vertices while passing through the interior or exterior is not an edge but instead is called a diagonal.",Wikipedia,Q26382,20240418.0
effective,effective,attribute,,,,,,,20240418.0
effective_hydraulic_conductivity,effective_hydraulic_conductivity,property,effective,,,,,,20240418.0
effective_radiative_temperature,effective_radiative_temperature,property,,,https://en.wikipedia.org/wiki/Effective_temperature,The effective temperature of a body such as a star or planet is the temperature of a black body that would emit the same total amount of electromagnetic radiation.  Effective temperature is often used as an estimate of a body's surface temperature when the body's emissivity curve (as a function of wavelength) is not known.,Wikipedia,Q854050,20240418.0
effective_saturated_hydraulic_conductivity,effective_saturated_hydraulic_conductivity,property,"effective, saturated",,,,,,20240418.0
efficiency,efficiency,property,,,https://en.wikipedia.org/wiki/Efficiency,"Efficiency is the often measurable ability to avoid wasting materials, energy, efforts, money, and time while performing a task. In a more general sense, it is the ability to do things well, successfully, and without waste.In more mathematical or scientific terms, it signifies the level of performance that uses the least amount of inputs to achieve the highest amount of output. It often specifically comprises the capability of a specific application of effort to produce a specific outcome with a minimum amount or quantity of waste, expense, or unnecessary effort. Efficiency refers to very different inputs and outputs in different fields and industries. In 2019, the European Commission said: ""Resource efficiency means using the Earth's limited resources in a sustainable manner while minimising impacts on the environment. It allows us to create more with less and to deliver greater value with less input.""Writer Deborah Stone notes that efficiency is ""not a goal in itself. It is not something we want for its own sake, but rather because it helps us attain more of the things we value.""",Wikipedia,Q1034411,20240418.0
einfeldia,einfeldia,attribute,,,https://en.wikipedia.org/wiki/Einfeldia,Einfeldia is a genus of European non-biting midges in the subfamily Chironominae of the bloodworm family Chironomidae.,Wikipedia,Q5349744,20240418.0
ejection,ejection,process,,,,,,,20240418.0
ekman_number,ekman_number,property,,,https://en.wikipedia.org/wiki/Ekman_number,The Ekman number (Ek) is a dimensionless number used in fluid dynamics to describe the ratio of viscous forces to Coriolis forces. It is frequently used in describing geophysical phenomena in the oceans and atmosphere in order to characterise the ratio of viscous forces to the Coriolis forces arising from planetary rotation. It is named after the Swedish oceanographer Vagn Walfrid Ekman.,Wikipedia,Q1323330,20240418.0
elasmopus,elasmopus,attribute,,,,,,,20240418.0
elastic_skeletal_storage_coefficient,elastic_skeletal_storage_coefficient,property,,,,,,,20240418.0
elasticity,elasticity,property,,,,,,,20240418.0
electric,electric,attribute,,,,,,,20240418.0
electric_charge,electric_charge,property,,,https://en.wikipedia.org/wiki/Electric_charge,"Electric charge is the physical property of matter that causes matter to experience a force when placed in an electromagnetic field. Electric charge can be positive or negative (commonly carried by protons and electrons respectively, by convention). Like charges repel each other and unlike charges attract each other. An object with an absence of net charge is referred to as neutral. Early knowledge of how charged substances interact is now called classical electrodynamics, and is still accurate for problems that do not require consideration of quantum effects.",Wikipedia,Q1111,20240418.0
electric_charge-per-area_density,electric_charge-per-area_density,property,,,,,,,20240418.0
electric_energy,electric_energy,property,,,https://en.wikipedia.org/wiki/Electrical_energy,"Electrical energy is energy related to forces on electrically-charged particles and the movement of those particles (often electrons in wires, but not always). This energy is supplied by the combination of current and electric potential (often referred to as voltage because electric potential is measured in volts) that is delivered by a circuit (e.g., provided by an electric power utility). Motion (current) is not required; for example, if there is a voltage difference in combination with charged particles, such as static electricity or a charged capacitor, the moving electrical energy is typically converted to another form of energy (e.g., thermal, motion, sound, light, radio waves, etc.).",Wikipedia,Q206799,20240418.0
electric_potential,electric_potential,property,electric-field-potential,,https://en.wikipedia.org/wiki/Electric_potential,"The electric potential (also called the electric field potential, potential drop, the electrostatic potential) is defined as the amount of work energy needed to move a unit of electric charge from a reference point to the specific point in an electric field. More precisely, it is the energy per unit charge for a test charge that is so small that the disturbance of the field under consideration is negligible. Furthermore, the motion across the field is supposed to proceed with negligible acceleration, so as to avoid the test charge acquiring kinetic energy or producing radiation. By definition, the electric potential at the reference point is zero units. Typically, the reference point is earth or a point at infinity, although any point can be used. ",Wikipedia,Q55451,20240418.0
electric_susceptibility,electric_susceptibility,property,,,http://en.wikipedia.org/wiki/Electric_susceptibility,"In  electricity (electromagnetism), the electric susceptibility (",Wikipedia,Q598305,20240418.0
electric-appliance,electric-appliance,phenomenon,,,https://en.wikipedia.org/wiki/Small_appliance,"A small domestic appliance, also known as a small electric appliance or minor appliance or simply a small appliance, small domestic or  small electric, is a portable or semi-portable machine, generally used on table-tops, counter-tops or other platforms, to accomplish a household task. Examples include microwave ovens, kettles, toasters, humidifiers, food processors and coffeemakers. They contrast with major appliances (known as ""white goods"" in the UK), such as the refrigerators and washing machines, which cannot be easily moved and are generally placed on the floor.  Small appliances also contrast with consumer electronics (British ""brown goods"") which are for leisure and entertainment rather than purely practical tasks.",Wikipedia,Q3558289,20240418.0
electric-charge-to-mass_ratio,electric-charge-to-mass_ratio,property,,,,,,,20240418.0
electric-d-field,electric-d-field,property,"electric_displacement, electric_displacement_field",,https://en.wikipedia.org/wiki/Electric_displacement_field,"In physics, the electric displacement field (denoted by D) or electric induction is a vector field that appears in Maxwell's equations.  It accounts for the effects of free and bound charge within materials. ""D"" stands for ""displacement"", as in the related concept of displacement current in dielectrics. In free space, the electric displacement field is equivalent to flux density, a concept that lends understanding of Gauss's law. In the International System of Units (SI), it is expressed in units of coulomb per meter square (C⋅m−2).",Wikipedia,Q371907,20240418.0
electric-e-field,electric-e-field,property,electric_field,,http://en.wikipedia.org/wiki/Electric_field,"An electric field (sometimes E-field) is the physical field that surrounds electrically charged particles and exerts force on all other charged particles in the field, either attracting or repelling them. It also refers to the physical field for a system of charged particles. Electric fields originate from electric charges and time-varying electric currents. Electric fields and magnetic fields are both manifestations of the electromagnetic field, one of the four fundamental interactions (also called forces) of nature.",Wikipedia,Q46221,20240418.0
electric-fence,electric-fence,phenomenon,,,https://en.wikipedia.org/wiki/Electric_fence,"An electric fence is a barrier that uses electric shocks to deter people and/or other animals from crossing a boundary. The voltage of the shock may have effects ranging from discomfort to death. Most electric fences are used for agricultural fencing and other forms of non-human animal control, although they are also used to protect high-security areas such as military installations or prisons, where potentially-lethal voltages may be used. Virtual electric fences for livestock using GPS technology have also been developed.",Wikipedia,Q1292216,20240418.0
electric-p-field,electric-p-field,property,"electric_polarization, polarization",,http://en.wikipedia.org/wiki/Electric_polarization,physical quantity,Wikidata,Q1050425,20240418.0
electrical_conductance,electrical_conductance,property,,,,,,,20240418.0
electrical_conductivity,electrical_conductivity,property,,,http://en.wikipedia.org/wiki/Electrical_conductivity,measure of a substance's ability to resist or conduct electric current,Wikidata,Q65402698,20240418.0
electrical_efficiency,electrical_efficiency,property,,,https://en.wikipedia.org/wiki/Electrical_efficiency,"The efficiency of a system in electronics and electrical engineering is defined as useful power output divided by the total electrical power consumed (a fractional expression), typically denoted by the Greek small letter eta (η – ήτα).",Wikipedia,Q5042828,20240418.0
electrical_impedance,electrical_impedance,property,,,https://en.wikipedia.org/wiki/Electrical_impedance,"In electrical engineering, impedance is the opposition to alternating current presented by the combined effect of resistance and reactance in a circuit.Quantitatively, the impedance of a two-terminal circuit element is the ratio of the complex representation of the sinusoidal voltage between its terminals, to the complex representation of the current flowing through it. In general, it depends upon the frequency of the sinusoidal voltage. ",Wikipedia,Q179043,20240418.0
electrical_impedance_constant,electrical_impedance_constant,property,,,https://en.wikipedia.org/wiki/Impedance_of_free_space,"In electromagnetism, the impedance of free space, Z0, is a physical constant relating the magnitudes of the electric and magnetic fields of electromagnetic radiation travelling through free space. That is,",Wikipedia,Q269492,20240418.0
electrical_resistivity,electrical_resistivity,property,inverse_of_electrical_conductivity,,http://en.wikipedia.org/wiki/Electrical_resistivity,measure of a substance's ability to resist or conduct electric current,Wikidata,Q65402698,20240418.0
electrification,electrification,process,,,https://en.wikipedia.org/wiki/Electrification,"Electrification is the process of powering by electricity and, in many contexts, the introduction of such power by changing over from an earlier power source.",Wikipedia,Q1076056,20240418.0
electrocution,electrocution,process,,,https://en.wikipedia.org/wiki/Electrocution,"Electrocution is death or severe injury  caused by electric shock from electric current passing through the body. The word is derived from ""electro"" and ""execution"", but it is also used for accidental death.",Wikipedia,Q3587621,20240418.0
electrodeposition,electrodeposition,process,,,,,,,20240418.0
electromagnetic-radiation,electromagnetic-radiation,phenomenon,,,https://en.wikipedia.org/wiki/Electromagnetic_radiation,"In physics, electromagnetic radiation (EMR) consists of waves of the electromagnetic (EM) field, which propagate through space and carry momentum and electromagnetic radiant energy. Types of EMR include radio waves, microwaves, infrared, (visible) light, ultraviolet, X-rays, and gamma rays, all of which are part of the electromagnetic spectrum.Classically, electromagnetic radiation consists of electromagnetic waves, which are synchronized oscillations of electric and magnetic fields.  Depending on the frequency of oscillation, different wavelengths of electromagnetic spectrum are produced. In a vacuum, electromagnetic waves travel at the speed of light, commonly denoted c. In homogeneous, isotropic media, the oscillations of the two fields are perpendicular to each other and perpendicular to the direction of energy and wave propagation, forming a transverse wave. The position of an electromagnetic wave within the electromagnetic spectrum can be characterized by either its frequency of oscillation or its wavelength.  Electromagnetic waves of different frequency are called by different names since they have different sources and effects on matter.  In order of increasing frequency and decreasing wavelength these are: radio waves, microwaves, infrared radiation, visible light, ultraviolet radiation, X-rays and gamma rays.Electromagnetic waves are emitted by electrically charged particles undergoing acceleration, and these waves can subsequently interact with other charged particles, exerting force on them.  EM waves carry energy, momentum and angular momentum away from their source particle and can impart those quantities to matter with which they interact.  Electromagnetic radiation is associated with those EM waves that are free to propagate themselves (""radiate"") without the continuing influence of the moving charges that produced them, because they have achieved sufficient distance from those charges. Thus, EMR is sometimes referred to as the far field. In this language, the near field refers to EM fields near the charges and current that directly produced them, specifically electromagnetic induction and electrostatic induction phenomena.",Wikipedia,Q12969754,20240418.0
electromagnetic-wave,electromagnetic-wave,phenomenon,electromagnetic radiation,,https://en.wikipedia.org/wiki/Electromagnetic_radiation,"In physics, electromagnetic radiation (EMR) consists of waves of the electromagnetic (EM) field, which propagate through space and carry momentum and electromagnetic radiant energy. Types of EMR include radio waves, microwaves, infrared, (visible) light, ultraviolet, X-rays, and gamma rays, all of which are part of the electromagnetic spectrum.Classically, electromagnetic radiation consists of electromagnetic waves, which are synchronized oscillations of electric and magnetic fields.  Depending on the frequency of oscillation, different wavelengths of electromagnetic spectrum are produced. In a vacuum, electromagnetic waves travel at the speed of light, commonly denoted c. In homogeneous, isotropic media, the oscillations of the two fields are perpendicular to each other and perpendicular to the direction of energy and wave propagation, forming a transverse wave. The position of an electromagnetic wave within the electromagnetic spectrum can be characterized by either its frequency of oscillation or its wavelength.  Electromagnetic waves of different frequency are called by different names since they have different sources and effects on matter.  In order of increasing frequency and decreasing wavelength these are: radio waves, microwaves, infrared radiation, visible light, ultraviolet radiation, X-rays and gamma rays.Electromagnetic waves are emitted by electrically charged particles undergoing acceleration, and these waves can subsequently interact with other charged particles, exerting force on them.  EM waves carry energy, momentum and angular momentum away from their source particle and can impart those quantities to matter with which they interact.  Electromagnetic radiation is associated with those EM waves that are free to propagate themselves (""radiate"") without the continuing influence of the moving charges that produced them, because they have achieved sufficient distance from those charges. Thus, EMR is sometimes referred to as the far field. In this language, the near field refers to EM fields near the charges and current that directly produced them, specifically electromagnetic induction and electrostatic induction phenomena.",Wikipedia,Q12969754,20240418.0
electron,electron,matter,,,http://en.wikipedia.org/wiki/Electron,"The electron (e− or β−) is a subatomic particle with a negative one elementary electric charge. Electrons belong to the first generation of the lepton particle family, and are generally thought to be elementary particles because they have no known components or substructure. The electron's mass is approximately 1/1836 that of the proton. Quantum mechanical properties of the electron include an intrinsic angular momentum (spin) of a half-integer value, expressed in units of the reduced Planck constant, ħ. Being fermions, no two electrons can occupy the same quantum state, per the Pauli exclusion principle. Like all elementary particles, electrons exhibit properties of both particles and waves: They can collide with other particles and can be diffracted like light. The wave properties of electrons are easier to observe with experiments than those of other particles like neutrons and protons because electrons have a lower mass and hence a longer de Broglie wavelength for a given energy.",Wikipedia,Q2225,20240418.0
electron_affinity,electron_affinity,property,,,http://en.wikipedia.org/wiki/Electron_affinity,The electron affinity (Eea) of an atom or molecule is defined as the amount of energy released when an electron attaches to a neutral atom or molecule in the gaseous state to form an anion.,Wikipedia,Q271580,20240418.0
electroplating,electroplating,process,,,,,,,20240418.0
electrorefining,electrorefining,process,,,,,,,20240418.0
electrowinning,electrowinning,process,,,,,,,20240418.0
element,element,matter,,,https://en.wikipedia.org/wiki/Chemical_element,"A chemical element is a chemical substance that cannot be broken down into other substances. The basic particle that constitutes a chemical element is the atom, and chemical elements are distinguished from each other by the number of protons in the nuclei of their atoms. This is in contrast to chemical compounds and mixtures.",Wikipedia,Q11344,20240418.0
elemental,elemental,attribute,,,,,,,20240418.0
elementary-electric-charge_constant,elementary-electric-charge_constant,property,,,https://en.wikipedia.org/wiki/Elementary_charge,"The elementary charge, usually denoted by e, is the electric charge carried by a single proton or, equivalently, the magnitude of the negative electric charge carried by a single electron, which has charge −1 e. This elementary charge is a fundamental physical constant.",Wikipedia,Q2101,20240418.0
elevation,elevation,property,geometric_height,,http://en.wikipedia.org/wiki/Elevation,"The elevation of a geographic location is its height above or below a fixed reference point, most commonly a reference geoid, a mathematical model of the Earth's sea level as an equipotential gravitational surface (see Geodetic datum § Vertical datum).",Wikipedia,Q2633778,20240418.0
elevation_angle,elevation_angle,operation,,,,,,,20240418.0
elevation_angle,elevation_angle,property,,,,,,,20240418.0
elevation_rate,elevation_rate,property,,,,,,,20240418.0
elgiva,elgiva,attribute,,,,,,,20240418.0
eliassen-palm_flux,eliassen-palm_flux,property,,,,,,,20240418.0
elimination,elimination,process,,,,,,,20240418.0
ellipse,ellipse,abstraction,,,http://en.wikipedia.org/wiki/Ellipse,"In mathematics, an ellipse is a plane curve surrounding two focal points, such that for all points on the curve, the sum of the two distances to the focal points is a constant. It generalizes a circle, which is the special type of ellipse in which the two focal points are the same. The elongation of an ellipse is measured by its eccentricity ",Wikipedia,Q40112,20240418.0
ellipsoid,ellipsoid,abstraction,,,http://en.wikipedia.org/wiki/Ellipsoid,"An ellipsoid is a surface that may be obtained from a sphere by deforming it by means of directional scalings, or more generally, of an affine transformation.",Wikipedia,Q190046,20240418.0
elliptera,elliptera,attribute,,,https://en.wikipedia.org/wiki/Elliptera,Elliptera is a genus of crane fly in the family Limoniidae.,Wikipedia,Q5365785,20240418.0
elongation,elongation,process,,,,,,,20240418.0
elution,elution,process,,,https://en.wikipedia.org/wiki/Elution,"In analytical and organic chemistry, elution is the process of extracting one material from another by washing with a solvent: washing of loaded ion-exchange resins to remove captured ions, or eluting proteins or other biopolymers from a gel electrophoresis or chromatography column.",Wikipedia,Q684907,20240418.0
eluviation,eluviation,process,,,,,,,20240418.0
emanation,emanation,process,,,,,,,20240418.0
embalming,embalming,process,,,https://en.wikipedia.org/wiki/Embalming,"Embalming is the art and science of preserving human remains by treating them (in its modern form with chemicals) to forestall decomposition. This is usually done to make the deceased suitable for viewing as part of the funeral ceremony or keep them preserved for medical purposes in an anatomical laboratory. The three goals of embalming are sanitization, presentation, and preservation, with restoration being an important additional factor in some instances. Performed successfully, embalming can help preserve the body for many years. Embalming has a very long and cross-cultural history, with many cultures giving the embalming processes religious meaning.",Wikipedia,Q332997,20240418.0
embarkation,embarkation,process,,,https://en.wikipedia.org/wiki/Embarkation,"Embarkment (sometimes embarcation or embarkation) is the process of loading a passenger ship or an airplane with passengers or military personnel, related to and overlapping with individual boarding on aircraft and ships.",Wikipedia,Q16775507,20240418.0
embed,embed,process,embedding,,,,,,20240418.0
embrittle,embrittle,process,,,https://en.wikipedia.org/wiki/Embrittlement,"Embrittlement is a significant decrease of ductility of a material, which makes the material brittle. Embrittlement is used to describe any phenomena where the environment compromises a stressed material's mechanical performance, such as temperature or environmental composition. This is oftentimes undesirable as brittle fracture occurs quicker and can much more easily propagate than ductile fracture, leading to complete failure of the equipment. Various materials have different mechanisms of embrittlement, therefore it can manifest in a variety of ways, from slow crack growth to a reduction of tensile ductility and toughness.",Wikipedia,Q2919530,20240418.0
emergence,emergence,process,,,https://en.wikipedia.org/wiki/Emergence,"In philosophy, systems theory, science, and art, emergence occurs when an entity is observed to have properties its parts do not have on their own, properties or behaviors that emerge only when the parts interact in a wider whole.",Wikipedia,Q215772,20240418.0
emigration,emigration,process,,,https://en.wikipedia.org/wiki/Emigration,"Emigration is the act of leaving a resident country or place of residence with the intent to settle elsewhere (to permanently leave a country). Conversely, immigration describes the movement of people into one country from another (to permanently move to a country). A migrant emigrates from their old country, and immigrates to their new country. Thus, both emigration and immigration describe migration, but from different countries' perspectives. ",Wikipedia,Q187668,20240418.0
emission,emission,process,,,http://en.wikipedia.org/wiki/Emission,Emission may refer to:,Wikipedia,Q232733,20240418.0
emissivity,emissivity,property,"thermal_emittance, thermal_emissivity",,"https://en.wikipedia.org/wiki/Emissivity, https://en.wikipedia.org/wiki/Thermal_emittance",Thermal emittance or thermal emissivity (,Wikipedia,Q3369825,20240418.0
emissivity_factor,emissivity_factor,property,,,,,,,20240418.0
emittance,emittance,property,,,http://en.wikipedia.org/wiki/Emittance,Emittance may refer to: ,Wikipedia,Q5372651,20240418.0
emitted,emitted,attribute,,,,,,,20240418.0
empididae,empididae,attribute,,,https://en.wikipedia.org/wiki/Empididae,"Empididae is a family of flies with over 3,000 described species occurring worldwide in all the biogeographic realms but the majority are found in the Holarctic. They are mainly predatory flies like most of their relatives in the Empidoidea, and exhibit a wide range of forms but are generally small to medium-sized, non-metallic and rather bristly.",Wikipedia,Q1326176,20240418.0
empire-state-building,empire-state-building,phenomenon,,,https://en.wikipedia.org/wiki/Empire_State_Building,"The Empire State Building is a 102-story Art Deco skyscraper in Midtown Manhattan, New York City. The building was designed by Shreve, Lamb & Harmon and built from 1930 to 1931. Its name is derived from ""Empire State"", the nickname of the state of New York. The building has a roof height of 1,250 feet (380 m) and stands a total of 1,454 feet (443.2 m) tall, including its antenna. The Empire State Building was the world's tallest building until the first tower of the World Trade Center was topped out in 1970; following the September 11 attacks in 2001, the Empire State Building was New York City's tallest building until it was surpassed in 2012. As of 2022, the building is the seventh-tallest building in New York City, the ninth-tallest completed skyscraper in the United States, the 54th-tallest in the world, and the sixth-tallest freestanding structure in the Americas.",Wikipedia,Q9188,20240418.0
emplace,emplace,process,,,,,,,20240418.0
emplectonematidae,emplectonematidae,attribute,,,https://en.wikipedia.org/wiki/Emplectonematidae,Emplectonematidae is a family of worms belonging to the order Hoplonemertea.,Wikipedia,Q3830490,20240418.0
emulsification,emulsification,process,,,,,,,20240418.0
encapsulation,encapsulation,process,,,,,,,20240418.0
encase,encase,process,encasing,,,,,,20240418.0
enchytraeidae,enchytraeidae,attribute,,,https://en.wikipedia.org/wiki/Enchytraeidae,"Enchytraeidae is a family of microdrile oligochaetes. They resemble small earthworms and include both terrestrial species known as potworms that live in highly organic terrestrial environments, as well as some that are marine. The peculiar genus Mesenchytraeus is known as ""ice worms"", as they spend the majority of their lives within glaciers, only rising to the surface at certain points in the summer. Enchytraeidae also includes the Grindal Worm (Enchytraeus buchholzi), which is commercially bred as aquarium fish food.",Wikipedia,Q656146,20240418.0
enclosing-curve,enclosing-curve,abstraction,,,,,,,20240418.0
encroachment,encroachment,process,,,https://en.wikipedia.org/wiki/Encroachment,"Encroachment is to advance beyond proper limits, and may refer to:",Wikipedia,Q5375604,20240418.0
end_time,end_time,property,,,,,,,20240418.0
endochironomus,endochironomus,attribute,,,https://en.wikipedia.org/wiki/Endochironomus,Endochironomus is a genus of non-biting midges in the subfamily Chironominae of the bloodworm family Chironomidae. It is found throughout Europe and North America.,Wikipedia,Q5376233,20240418.0
endosulfan,endosulfan,matter,,,https://en.wikipedia.org/wiki/Endosulfan,"Endosulfan is an off-patent organochlorine insecticide and acaricide that is being phased out globally. It became a highly controversial agrichemical due to its acute toxicity, potential for bioaccumulation, and role as an endocrine disruptor. Because of its threats to human health and the environment, a global ban on the manufacture and use of endosulfan was negotiated under the Stockholm Convention in April 2011. The ban has taken effect in mid-2012, with certain uses exempted for five additional years. More than 80 countries, including the European Union, Australia, New Zealand, several West African nations, the United States, Brazil, and Canada had already banned it or announced phase-outs by the time the Stockholm Convention ban was agreed upon. It is still used extensively in India and China despite laws against its use.  It is also used in a few other countries. It is produced by the Israeli firm Makhteshim Agan and several manufacturers in India and China.  On 13.05.2011, the India Supreme Court ordered a ban on the production and sale of endosulfan in India, pending further notice.",Wikipedia,Q424208,20240418.0
endosulfan-sulfate,endosulfan-sulfate,matter,,,,,,,20240418.0
endothal,endothal,matter,Endothall,,https://en.wikipedia.org/wiki/Endothall,"Endothall (3,6-endoxohexahydrophthalic acid) is used as an herbicide for both terrestrial and aquatic plants. It is used as an aquatic herbicide for submerged aquatic plants and algae in lakes, ponds and irrigation canals. It is used as a desiccant on potatoes, hops, cotton, clover and alfalfa. It is used as a biocide to control mollusks and algae in cooling towers.",Wikipedia,Q3054030,20240418.0
endpoint,endpoint,abstraction,,endpoints,https://en.wikipedia.org/wiki/Endpoint,"An endpoint, end-point or end point may refer to:",Wikipedia,Q5376582,20240418.0
endrin,endrin,matter,,,https://en.wikipedia.org/wiki/Endrin,"Endrin is an organochloride with the chemical formula C12H8Cl6O that was first produced in 1950 by Shell and Velsicol Chemical Corporation. It was primarily used as an insecticide, as well as a rodenticide and piscicide. It is a colourless, odorless solid, although commercial samples are often off-white. Endrin was manufactured as an emulsifiable solution known commercially as Endrex. The compound became infamous as a persistent organic pollutant and for this reason it is banned in many countries.In the environment endrin exists as either endrin aldehyde or endrin ketone and can be found mainly in bottom sediments of bodies of water. Exposure to endrin can occur by inhalation, ingestion of substances containing the compound, or skin contact. Upon entering the body, it can be stored in body fats and can act as a neurotoxin on the central nervous system, which  can cause convulsions, seizures, or even death.Although endrin is not currently classified as a mutagen, nor as a human carcinogen, it is still a toxic chemical in other ways with detrimental effects. Due to these toxic effects, the manufacturers cancelled all use of endrin in the United States by 1991. Food import concerns have been raised because some countries may have still been using endrin as a pesticide.",Wikipedia,Q423354,20240418.0
endrin-aldehyde,endrin-aldehyde,matter,,,,,,,20240418.0
endrin-ketone,endrin-ketone,matter,,,,,,,20240418.0
energy,energy,property,,,http://en.wikipedia.org/wiki/Energy,"In physics, energy (from Ancient Greek  ἐνέργεια (enérgeia) 'activity') is the quantitative property that is transferred to a body or to a physical system, recognizable in the performance of work and in the form of heat and light. Energy is a conserved quantity—the law of conservation of energy states that energy can be converted in form, but not created or destroyed. The unit of measurement for energy in the International System of Units (SI) is the joule (J).",Wikipedia,Q11379,20240418.0
energy_diffusivity,energy_diffusivity,property,,,,,,,20240418.0
energy_flux,energy_flux,property,,,http://en.wikipedia.org/wiki/Energy_flux,"Energy flux is the rate of transfer of energy through a surface. The quantity is defined in two different ways, depending on the context:",Wikipedia,Q5377054,20240418.0
energy_flux_fraction,energy_flux_fraction,property,,,,,,,20240418.0
